SimulationTime(s),VehicleID,Speed(km/h),Acceleration(m/s^2),Distance(odometer),Latitude,Longitude,FuelConsumption(mg/s),EletricEnergyConsumption(Wh/s),NoiseEmission(dB),CO2Emission(g)
21.0,vehTest,37.199633705646114,1.862629392673261,168.2666379799054,-5.820103922015842,-35.219679957312266,2277.068278604362,0.0,68.71178519197545,1.2650253001271594
22.0,vehTest,45.12572664760271,2.2016924838768315,180.80156204868393,-5.820142805059502,-35.219573675255,3006.30854047926,0.0,71.19111320001751,1.270224247584303
23.0,vehTest,50.893323618968736,1.6021102698238963,194.93859638728634,-5.820186657794618,-35.21945380907917,2635.542647503729,0.0,69.66858852680284,1.4170435231945464
24.0,vehTest,52.96517569351361,0.575514465151354,209.65114519104014,-5.820232295741917,-35.2193290631583,1474.2363288169606,0.0,66.59307580533948,1.2765442594235756
25.0,vehTest,51.47872420168832,-0.4129031921736903,223.95079080262022,-5.8202766528549645,-35.21920781816559,0.0,0.0,64.01381810224136,0.9432463583329559
26.0,vehTest,41.79558975413422,-2.6897595687650284,235.5606768454353,-5.820312666392837,-35.219109379303724,0.0,0.0,59.33929825750677,0.5371049881142084
27.0,vehTest,28.097756850081307,-3.8049535844591427,243.3656093037912,-5.820336877065383,-35.21904320218673,0.0,0.0,54.05142223792697,0.31634191829954356
28.0,vehTest,29.183576100967308,0.30161645857944475,251.47215822072658,-5.820358283163631,-35.21897333321131,869.5273555668349,0.0,61.45352345814214,1.169524121479737
29.0,vehTest,31.31785492132925,0.5928552278783172,260.17156236554024,-5.82034259492566,-35.21889961462195,1095.444699026576,0.0,62.878724249239255,1.3786793605663805
30.0,vehTest,32.441038275831794,0.3119953762507066,269.18296188660463,-5.82026941843044,-35.21886523916232,901.3257423781248,0.0,62.08288799445671,1.6945354339081187
31.0,vehTest,41.4149364113579,2.4927494820905842,280.6871108897596,-5.820171542828775,-35.218830127512085,3076.6272780985096,0.0,71.8899639295651,1.9199367490305324
32.0,vehTest,48.12239951926791,1.8631841966416687,294.0544440895562,-5.820057815522019,-35.21878932928607,2802.012903169172,0.0,70.26113916118113,1.4603296207838932
33.0,vehTest,57.298453641036005,2.548903922713361,309.9706812120662,-5.819922402502649,-35.21874075162204,4185.626716088529,0.0,74.26939387294242,1.229173750625682
34.0,vehTest,65.26652289264412,2.2133525698911427,328.1002709044674,-5.819768070009461,-35.218685848896165,4245.970568096691,0.0,74.03786431266104,1.0477097255852899
35.0,vehTest,70.30533510320397,1.399670058488848,347.62953065535737,-5.819601495256915,-35.21862788760591,3256.4526499783374,0.0,71.84208825542842,0.8427220400707129
36.0,vehTest,75.13418723025869,1.3413478130707546,368.5001382193181,-5.8194229871584175,-35.218566971802304,3391.5124413206768,0.0,72.36337819807872,1.1036103378784483
37.0,vehTest,82.54653159431693,2.0589845455717324,391.4297303288506,-5.819226868362631,-35.21850004643155,5129.77828196395,0.0,75.85702895789339,0.6757320969479855
38.0,vehTest,88.29214400312443,1.5960034468909754,415.9553258852741,-5.819017850306408,-35.218426141237664,4582.5364792755445,0.0,75.04907275047061,0.5062660732969793
39.0,vehTest,94.73341999193235,1.7892433302244193,442.27016477192194,-5.818794237181937,-35.21834508401962,5396.432428106991,0.0,76.5772526491433,0.3195513043448002
40.0,vehTest,102.31629160444766,2.1063532256986974,470.6913568842685,-5.818552725055963,-35.21825753873697,6660.567744370004,0.0,78.71073182991475,0.9884883054664896
41.0,vehTest,101.78087012131469,-0.1487281897591579,498.9638208068559,-5.818312476720073,-35.21817045168705,1318.903666039528,0.0,72.8328226251245,0.5139686332609362
42.0,vehTest,104.92845587202117,0.8743293751962469,528.1106141046396,-5.818064143389627,-35.218082834288644,3876.7144099899633,0.0,75.2402356555507,0.4937501878412538
43.0,vehTest,102.86763304731579,-0.5724507846403846,556.6849566177829,-5.817820228610607,-35.2179980041974,0.0,0.0,72.47064078884752,0.7267776947203849
44.0,vehTest,102.06418849942044,-0.2231790410820409,585.0361200898441,-5.817578218878534,-35.21791383677607,1150.3442888553993,0.0,72.77009275589278,0.9010749737912355
45.0,vehTest,105.97310803023869,1.0858109807828455,614.4730945426882,-5.817328306528134,-35.21782293180951,4445.934562493673,0.0,75.93181713423849,1.1896277631391898
46.0,vehTest,89.77310803023869,-4.5,639.4100689955321,-5.817117632938959,-35.21774958046649,0.0,0.0,69.42196397279717,0.5079495215770994
47.0,vehTest,99.06633234795885,2.581451199366711,666.9284946477429,-5.816884581037511,-35.21766273593552,7500.346017792748,0.0,80.05940558360916,1.7532000927879863
48.0,vehTest,105.75601751308658,1.8582458792021477,696.3051661791559,-5.816635791716017,-35.2175700271387,6320.6579300078665,0.0,78.29516011559205,1.3974766220568755
49.0,vehTest,105.69494163258703,-0.01696552236098725,725.6648721882079,-5.81639908327377,-35.21745592405183,1738.9779380810091,0.0,73.55571386812392,1.07364719160793
50.0,vehTest,102.10094589157731,-0.9983321502804756,754.0262460469794,-5.816156674512024,-35.21737260244623,0.0,0.0,71.9957423743609,1.1571229883284588
51.0,vehTest,104.49998902829134,0.6664008713094525,783.0540207770604,-5.815909018025739,-35.217286644462796,3353.8508052086972,0.0,74.68754273138211,1.2752385010953968
52.0,vehTest,103.67157826967308,-0.23011409961618412,811.8516814075251,-5.81566469547835,-35.21719747480389,1170.8668219638669,0.0,72.9800158471216,0.6341148698863711
53.0,vehTest,105.41590568758318,0.484535393863915,841.1338774318538,-5.815416474634883,-35.21710569144174,2951.8128942727376,0.0,74.41654396505662,0.7500253516052015
54.0,vehTest,104.72639872115808,-0.19152971289586063,870.2245437432866,-5.815169877313293,-35.2170145085336,1288.9228812828055,0.0,73.17421708238317,0.602493149465219
55.0,vehTest,102.50295114042008,-0.617624327982778,898.6975857267366,-5.8149285154572325,-35.216925261642146,0.0,0.0,72.37526189506964,0.7437641855749965
56.0,vehTest,105.83742058409149,0.9262415121309466,928.0968692223175,-5.814679301938675,-35.21683311162246,4048.5159706151862,0.0,75.49273951813186,1.4783958225789842
57.0,vehTest,104.75201426802904,-0.30150175446178906,957.1946509634369,-5.81443186286555,-35.216743893861796,1023.5121173036401,0.0,73.03421406161804,1.2879768124660742
58.0,vehTest,103.34584480923371,-0.39060262744314755,985.9018300771129,-5.8141889689662545,-35.21665291536146,780.2795080912771,0.0,72.73563048160844,1.7456706693754287
59.0,vehTest,105.76316236385846,0.6714770985068732,1015.2804862892957,-5.813940409689998,-35.216559546392475,3422.4811530814986,0.0,74.86817347752266,1.742197506271328
60.0,vehTest,95.00287017963727,-2.9889700511725508,1041.6701724503064,-5.813706873798694,-35.216502729513046,0.0,0.0,70.30895071603427,0.8269172832136169
61.0,vehTest,101.77035590069269,1.879857144737617,1069.9397157560543,-5.81346767427341,-35.21641297817808,6086.428080957306,0.0,77.83724661909409,1.0300933855153371
62.0,vehTest,103.63712007605241,0.5185456042665884,1098.727804666069,-5.813224187701956,-35.21632103432839,2961.9153914151934,0.0,74.24840865748115,0.7552880352990333
63.0,vehTest,105.47107786929936,0.5094327203463749,1128.0253262964297,-5.812986731649685,-35.21619960970864,3014.687869113591,0.0,74.47564882924011,0.6469726858497457
64.0,vehTest,102.98886205347956,-0.6895043932832756,1156.6333435335075,-5.812744293854108,-35.216109810821166,0.0,0.0,72.37267863171095,0.4677683506691613
65.0,vehTest,93.6941314601448,-2.5818696092596554,1182.6594911613254,-5.812523202168158,-35.216028883455536,0.0,0.0,70.17142457209836,0.24444801941777125
66.0,vehTest,77.49413146014481,-4.5,1204.1856387891435,-5.812339614192519,-35.215964326651225,0.0,0.0,67.36496227958212,0.706834701939558
67.0,vehTest,61.977832549248525,-4.310083030804524,1221.401703386157,-5.812192762703823,-35.21591287194816,0.0,0.0,64.29096774517986,0.20108225654004477
68.0,vehTest,45.799340856165315,-4.49402547030089,1234.1237425128695,-5.812084244839787,-35.21587484883864,0.0,0.0,60.204824543588806,0.22164097453903653
69.0,vehTest,32.35682427370715,-3.7340323840161584,1243.1117492555659,-5.812007577935281,-35.21584798586514,0.0,0.0,55.8090723463911,0.1909747666165777
70.0,vehTest,17.26773800874854,-4.1914128513773905,1247.9083431468848,-5.8119666634108516,-35.215833650013074,0.0,0.0,48.273224420395636,0.4155501847042191
71.0,vehTest,1.0749338640819237,-4.4980011512962825,1248.2069358869078,-5.811964116440978,-35.215832757592125,713.4256531631811,0.0,36.32060984020667,0.6390372684007319
72.0,vehTest,0.5268446038097284,-0.15224701674227648,1248.353281610188,-5.811962868124797,-35.21583232020042,829.3663686838375,0.0,55.32493218678787,0.778431085984172
73.0,vehTest,0.037405153119435416,-0.13595540296952585,1248.363671930499,-5.811962779496276,-35.215832289146284,836.675005053491,0.0,55.34592808907338,0.778431085984172
74.0,vehTest,0.011993254306344226,-0.007058860781414218,1248.3670033900287,-5.811962751079219,-35.215832279189364,837.0824094838316,0.0,55.91045337534976,0.778431085984172
75.0,vehTest,0.006836496035126401,-0.0014324328531160624,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.1434064911449,0.0,55.93467821106165,0.778431085984172
76.0,vehTest,0.0,-0.0018990266764240002,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.931920692732106,0.778431085984172
77.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
78.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
79.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
80.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
81.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
82.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
83.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
84.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
85.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
86.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
87.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
88.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
89.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
90.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
91.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
92.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
93.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
94.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
95.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
96.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
97.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
98.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
99.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
100.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
101.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
102.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
103.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
104.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
105.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
106.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
107.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
108.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
109.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
110.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
111.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
112.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
113.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
114.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
115.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
116.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
117.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
118.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
119.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
120.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
121.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
122.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
123.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
124.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
125.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
126.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
127.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
128.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
129.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
130.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
131.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
132.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
133.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
134.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
135.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
136.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
137.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
138.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
139.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
140.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
141.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
142.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
143.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
144.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
145.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
146.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
147.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
148.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
149.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
150.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
151.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
152.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
153.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
154.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
155.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
156.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
157.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
158.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
159.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
160.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
161.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
162.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
163.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
164.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
165.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
166.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
167.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
168.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
169.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
170.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
171.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
172.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
173.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
174.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
175.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
176.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
177.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
178.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
179.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
180.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
181.0,vehTest,0.0,0.0,1248.3689024167052,-5.811962734880688,-35.21583227351364,837.2222222222222,0.0,55.94027641010837,0.7896753620099844
